[2026-07-23 10:49:28,849][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/allenai/ai2_arc/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-07-23 10:52:41,024][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,024][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,024][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,029][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,093][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:41,093][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:41,102][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:41,113][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,326][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,327][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,327][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,332][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,418][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,418][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,420][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,431][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,504][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,504][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,504][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,515][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,585][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:41,585][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:41,586][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:41,598][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,763][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,764][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,765][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,780][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,859][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,860][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,860][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:41,870][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:41,939][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,939][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,940][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:41,943][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,010][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,010][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,010][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,025][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,171][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,171][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,180][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,186][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,254][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,254][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,255][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,259][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,326][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:42,326][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:42,326][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:42,342][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,410][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,410][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,410][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,426][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,574][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,574][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,574][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,596][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,676][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,677][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,677][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:42,689][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,753][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:42,753][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:42,753][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:42,759][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:42,840][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,840][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,840][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:42,840][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,010][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,010][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,012][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,026][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,102][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,102][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,102][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,114][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,180][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:43,181][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:43,181][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:43,194][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,266][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:43,267][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:43,267][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:43,278][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,427][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,427][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,428][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,428][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,503][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,503][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,504][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,515][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,593][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:43,593][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:43,593][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:43,605][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,684][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:43,684][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:43,684][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:43,698][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,860][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,860][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,861][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,876][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:43,959][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,960][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,960][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:43,975][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,038][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,038][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,038][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,048][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,110][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,111][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,111][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,122][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,276][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,276][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,277][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,293][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,372][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,372][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,372][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,384][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,450][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,450][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,452][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,460][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,526][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,526][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,526][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,528][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,675][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,675][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,675][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,701][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,769][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,770][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,770][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.156932402444001 and rel_err 1.0
[2026-07-23 10:52:44,783][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,851][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,851][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,851][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.159063387675255 and rel_err 1.0
[2026-07-23 10:52:44,864][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:44,935][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,935][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,935][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 15.816564369959801 and rel_err 1.0
[2026-07-23 10:52:44,948][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:45,118][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:45,192][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:45,267][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:45,346][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:52:45,559][pymc.sampling.mcmc][INFO] - Initializing NUTS using jitter+adapt_diag...
[2026-07-23 10:52:45,882][pymc.sampling.mcmc][INFO] - Multiprocess sampling (4 chains in 4 jobs)
[2026-07-23 10:52:45,882][pymc.sampling.mcmc][INFO] - NUTS: [alpha, beta]
[2026-07-23 10:53:40,926][pymc.sampling.mcmc][INFO] - Sampling 4 chains for 1_000 tune and 1_000 draw iterations (4_000 + 4_000 draws total) took 55 seconds.
[2026-07-23 10:53:41,041][pymc.sampling.mcmc][INFO] - Initializing NUTS using jitter+adapt_diag...
[2026-07-23 10:53:41,346][pymc.sampling.mcmc][INFO] - Multiprocess sampling (4 chains in 4 jobs)
[2026-07-23 10:53:41,346][pymc.sampling.mcmc][INFO] - NUTS: [alpha, beta]
[2026-07-23 10:54:36,209][pymc.sampling.mcmc][INFO] - Sampling 4 chains for 1_000 tune and 1_000 draw iterations (4_000 + 4_000 draws total) took 55 seconds.
[2026-07-23 10:54:36,340][pymc.sampling.mcmc][INFO] - Initializing NUTS using jitter+adapt_diag...
[2026-07-23 10:54:36,647][pymc.sampling.mcmc][INFO] - Multiprocess sampling (4 chains in 4 jobs)
[2026-07-23 10:54:36,647][pymc.sampling.mcmc][INFO] - NUTS: [alpha, beta]
[2026-07-23 10:55:31,313][pymc.sampling.mcmc][INFO] - Sampling 4 chains for 1_000 tune and 1_000 draw iterations (4_000 + 4_000 draws total) took 55 seconds.
[2026-07-23 10:55:31,359][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:31,359][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:31,359][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:31,380][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:31,446][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 26.924681950402373 and rel_err 1.0
[2026-07-23 10:55:31,446][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 26.924681950402373 and rel_err 1.0
[2026-07-23 10:55:31,447][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 26.924681950402373 and rel_err 1.0
[2026-07-23 10:55:31,454][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:31,519][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:31,519][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:31,520][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:31,531][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:31,588][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.619647789759606 and rel_err 1.0
[2026-07-23 10:55:31,590][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.619647789759606 and rel_err 1.0
[2026-07-23 10:55:31,590][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.619647789759606 and rel_err 1.0
[2026-07-23 10:55:31,598][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:31,737][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:31,738][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:31,739][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:31,749][pymc.sampling.forward][INFO] - Sampling: []
